EXP,NAME,TYPE,SUBT,RARITY,COLOR,COLORS,MANA,CMC,Legendary,P,T,OBSERVACION,FOIL,,TOTAL,10404,,,SUBTIPO,1491,% SD,,RAREZA,10390,%,,COLOR,10404,%,,COLORS,1744,%,% SD,,MV,10394,%,,Crea/MV,4779,%,% SD,,,
DIS,Swift Silence,Instant,,Rare,Gold,White/Blue,2WUU,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,Trial // Error,Instant,,Uncommon,Gold,White/Blue/Black,WU//UB,4,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,Trygon Predator,Creature,,Uncommon,Gold,Green/Blue,1GU,3,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,Twinstrike ,Instant,,Uncommon,Gold,Black/Red,3BR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,Voidslime,Instant,,Rare,Gold,Green/Blue,GUU,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,Wrecking Ball,Instant,,Common,Gold,Black/Red,2BR,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,Evolution Vat,Artifact,,Rare,Artifact,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,Muse Vessel ,Artifact,,Rare,Artifact,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,Azorius Chancery ,Land,,Common,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,Ghost Quarter ,Land,,Uncommon,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,"Novijen, Heart of Progress ",Land,,Uncommon,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,"Prahv, Spires of Order",Land,,Uncommon,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,Rakdos Carnarium ,Land,,Common,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,"Rix Maadi, Dungeon Palace",Land,,Uncommon,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,Simic Growth Chamber,Land,,Common,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Cleansing ,Sorcery,,Rare,White,,WWW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Dust to Dust ,Sorcery,,Common,White,,1WW,3,,,,Otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Martyr's Cry,Sorcery,,Rare,White,,WW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Preacher,Creature,,Rare,White,,1WW,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Witch Hunter,Creature,,Rare,White,,2WW,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Amnesia,Sorcery,,Uncommon,Blue,,3UUU,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Dance of Many,Enchantment,,Rare,Blue,,UU,2,,,,Otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Ashes to Ashes,Sorcery,,Common,Black,,1BB,3,,,,Otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Ball Lightning,Creature,,Rare,Red,,RRR,3,,6,1,Otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Fissure,Instant,,Common,Red,,3RR,5,,,,Otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Inferno,Instant,,Rare,Red,,5RR,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Scavenger Folk,Creature,,Common,Green,,G,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Book of Rass,Artifact,,Uncommon,Artifact,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Tormod's Crypt,Artifact,,Uncommon,Artifact,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Wand of Ith,Artifact,,Uncommon,Artifact,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Safe Haven,Land,,Rare,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Archangel's Light,Sorcery,,Mythic,White,,7W,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Burden of Guilt,Enchantment,Aura,Common,White,,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Faith's Shield,Instant,,Uncommon,White,,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Hollowhenge Spirit,Creature,,Uncommon,White,,3W,4,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Increasing Devotion,Sorcery,,Rare,White,,3WW,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Lingering Souls ,Sorcery,,Uncommon,White,,2W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Requiem Angel,Creature,,Rare,White,,5W,6,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Séance,Enchantment,,Rare,White,,2WW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Sudden Disappearance ,Sorcery,,Rare,White,,5W,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Thraben Doomsayer,Creature,,Rare,White,,1WW,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Artful Dodge,Sorcery,,Common,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Beguiler of Wills,Creature,,Mythic,Blue,,3UU,5,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Bone to Ash ,Instant,,Common,Blue,,2UU,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Chant of the Skifsang,Enchantment,Aura,Common,Blue,,2U,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Counterlash ,Instant,,Rare,Blue,,4UU,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Dungeon Geists ,Creature,,Rare,Blue,,2UU,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Geralf's Mindcrusher,Creature,,Rare,Blue,,4UU,6,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Griptide,Instant,,Common,Blue,,3U,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Havengul Runebinder,Creature,,Rare,Blue,,2UU,4,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Mystic Retrieval,Sorcery,,Uncommon,Blue,,3U,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Niblis of the Breath,Creature,,Uncommon,Blue,,2U,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Relentless Skaabs ,Creature,,Uncommon,Blue,,3UU,5,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Saving Grasp,Instant,,Common,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Stormbound Geist,Creature,,Common,Blue,,1UU,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Thought Scour,Instant,,Common,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Tower Geist,Creature,,Uncommon,Blue,,3U,4,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Black Cat,Creature,,Common,Black,,1B,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Death's Caress ,Sorcery,,Common,Black,,3BB,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Farbog Boneflinger,Creature,,Uncommon,Black,,4B,5,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Fiend of the Shadows,Creature,,Rare,Black,,3BB,5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Geralf's Messenger ,Creature,,Rare,Black,,BBB,3,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Gravepurge,Instant,,Common,Black,,2B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Gruesome Discovery,Sorcery,,Common,Black,,2BB,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Harrowing Journey,Sorcery,,Uncommon,Black,,4B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Highborn Ghoul,Creature,,Common,Black,,BB,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,"Mikaeus, the Unhallowed",Creature,,Mythic,Black,,3BB,5,Legendary,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Skirsdag Flayer,Creature,,Uncommon,Black,,1B,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Tragic Slip ,Instant,,Common,Black,,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Undying Evil,Instant,,Common,Black,,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Afflicted Deserter,Creature,,Uncommon,Red,,3R,4,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Alpha Brawl,Sorcery,,Rare,Red,,6RR,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Blood Feud,Sorcery,,Uncommon,Red,,4RR,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Burning Oil,Instant,,Uncommon,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Curse of Bloodletting ,Enchantment,Curse,Rare,Red,,3RR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Faithless Looting,Sorcery,,Common,Red,,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Fires of Undeath,Instant,,Common,Red,,2R,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Flayer of the Hatebound ,Creature,,Rare,Red,,5R,6,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Heckling Fiends ,Creature,,Uncommon,Red,,2R,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Hellrider ,Creature,,Rare,Red,,2RR,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Hinterland Hermit,Creature,,Common,Red,,1R,2,,2,1,ELIMINAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Increasing Vengeance,Instant,,Rare,Red,,RR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Markov Blademaster,Creature,,Rare,Red,,1RR,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Markov Warlord ,Creature,,Uncommon,Red,,5R,6,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Mondronen Shaman,Creature,,Rare,Red,,3R,4,,3,2,PRE,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Moonveil Dragon,Creature,,Mythic,Red,,3RRR,6,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Torch Fiend ,Creature,,Common,Red,,1R,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Wrack with Madness,Sorcery,,Common,Red,,3R,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Briarpack Alpha,Creature,,Uncommon,Green,,3G,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Clinging Mists,Instant,,Common,Green,,2G,3,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Crushing Vines ,Instant,,Common,Green,,2G,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Feed the Pack,Enchantment,,Rare,Green,,5G,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Ghoultree,Creature,,Rare,Green,,7G,8,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Grim Flowering,Sorcery,,Uncommon,Green,,5G,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Hollowhenge Beast,Creature,,Common,Green,,3GG,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Hunger of the Howlpack ,Instant,,Common,Green,,G,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Increasing Savagery,Sorcery,,Rare,Green,,2GG,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Kessig Recluse ,Creature,,Common,Green,,2GG,4,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Lambholt Elder ,Creature,,Uncommon,Green,,2G,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Strangleroot Geist ,Creature,,Uncommon,Green,,GG,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Tracker's Instincts ,Sorcery,,Uncommon,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Vorapede,Creature,,Mythic,Green,,2GGG,5,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Wild Hunger,Instant,,Common,Green,,2G,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Wolfbitten Captive,Creature,,Rare,Green,,G,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Diregraf Captain,Creature,,Uncommon,Gold,Blue/Black,1UB,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Falkenrath Aristocrat,Creature,,Mythic,Gold,Black/Red,2BR,4,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Havengul Lich,Creature,,Mythic,Gold,Blue/Black,3UB,5,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Huntmaster of the Fells ,Creature,,Mythic,Gold,Red/Green,2RG,4,,2,2,FTV,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,"Elbrus, the Binding Blade",Artifact,Equipment,Mythic,Artifact,,7,7,Legendary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Helvault,Artifact,,Mythic,Artifact,,3,3,Legendary,,,Otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Jar of Eyeballs,Artifact,,Rare,Artifact,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Grim Backwoods ,Land,,Rare,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Haunted Fengraf ,Land,,Common,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKA,Vault of the Archangel,Land,,Rare,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Archangel of Wrath,Creature,,Rare,White,,2WW,4,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Argivian Cavalier,Creature,,Common,White,,2W,3,,2,2,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Benalish Sleeper,Creature,,Common,White,,1W,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Citizen's Arrest,Enchantment,,Common,White,,1WW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Cleaving Skyrider,Creature,,Uncommon,White,,2W,3,,2,2,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,"Danitha, Benalia's Hope",Creature,,Rare,White,,4W,5,Legendary,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Defiler of Faith,Creature,,Rare,White,,3WW,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Destroy Evil,Instant,,Common,White,,1W,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Knight of Dawn's Light,Creature,,Uncommon,White,,1W,2,,2,2,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Leyline Binding,Enchantment,,Rare,White,,5W,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Love Song of Night and Day,Enchantment,Saga,Uncommon,White,,2W,3,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Phyrexian Missionary,Creature,,Uncommon,White,,1W,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Prayer of Binding,Enchantment,,Uncommon,White,,3W,4,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Resolute Reinforcements,Creature,,Uncommon,White,,1W,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Runic Shot,Sorcery,,Uncommon,White,,W,1,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Serra Paragon,Creature,,Mythic,White,,2WW,4,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Stall for Time,Instant,,Common,White,,2W,3,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Take Up the Shield,Instant,,Common,White,,1W,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Temporary Lockdown,Enchantment,,Rare,White,,1WW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Academy Wall,Creature,,Common,Blue,,2U,3,,0,5,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Aether Channeler,Creature,,Rare,Blue,,2U,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Battlewing Mystic,Creature,,Uncommon,Blue,,1U,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Combat Research,Enchantment,Aura,Uncommon,Blue,,U,1,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Defiler of Dreams,Creature,,Rare,Blue,,3UU,5,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Djinn of the Fountain,Creature,,Uncommon,Blue,,4UU,6,,4,4,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Ertai's Scorn,Instant,,Uncommon,Blue,,1UU,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Founding the Third Path,Enchantment,Saga,Uncommon,Blue,,1U,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Frostfist Strider,Creature,,Uncommon,Blue,,3UU,5,,4,4,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Haughty Djinn,Creature,,Rare,Blue,,1UU,3,,*,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Impede Momentum,Sorcery,,Common,Blue,,1U,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Joint Exploration,Instant,,Uncommon,Blue,,1U,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Phyrexian Espionage,Sorcery,,Common,Blue,,2U,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Protect the Negotiators,Instant,,Uncommon,Blue,,1U,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Rona's Vortex,Instant,,Uncommon,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Shore Up,Instant,,Common,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Sphinx of Clear Skies,Creature,,Mythic,Blue,,3UU,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Talas Lookout,Creature,,Common,Blue,,2UU,4,,3,2,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,The Phasing of Zhalfir,Enchantment,Saga,Rare,Blue,,2UU,4,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Timely Interference,Instant,,Common,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Tolarian Geyser,Sorcery,,Common,Blue,,2U,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Tolarian Terror,Creature,,Common,Blue,,6U,7,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Vodalian Mindsinger,Creature,,Rare,Blue,,1UU,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Aggressive Sabotage,Sorcery,,Common,Black,,2B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Balduvian Atrocity,Creature,,Uncommon,Black,,2B,3,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Battle-Rage Blessing,Instant,,Common,Black,,1B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Braids's Frightful Return,Enchantment,Saga,Uncommon,Black,,2B,3,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Choking Miasma,Sorcery,,Uncommon,Black,,1BB,3,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Cult Conscript,Creature,,Uncommon,Black,,B,1,,2,1,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Cut Down,Instant,,Uncommon,Black,,B,1,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Defiler of Flesh,Creature,,Rare,Black,,2BB,4,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Eerie Soultender,Creature,,Common,Black,,2B,3,,3,1,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Extinguish the Light,Instant,,Common,Black,,2BB,4,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Gibbering Barricade,Creature,,Common,Black,,2B,3,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Knight of Dusk's Shadow,Creature,,Uncommon,Black,,1B,2,,2,2,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Monstrous War-Leech,Creature,,Uncommon,Black,,3B,4,,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Pilfer,Sorcery,,Uncommon,Black,,1B,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Sheoldred's Restoration,Sorcery,,Uncommon,Black,,3B,4,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,The Cruelty of Gix,Enchantment,Saga,Rare,Black,,3BB,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,The Raven Man,Creature,,Rare,Black,,1B,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Tribute to Urborg,Instant,,Common,Black,,1B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Urborg Repossession,Sorcery,,Common,Black,,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Writhing Necromass,Creature,,Common,Black,,6B,7,,5,5,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Defiler of Instinct,Creature,,Rare,Red,,2RR,4,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Fires of Victory,Instant,,Uncommon,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Flowstone Infusion,Instant,,Common,Red,,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Goblin Picker,Creature,,Common,Red,,1R,2,,2,2,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Hurler Cyclops,Creature,,Uncommon,Red,,3RR,5,,5,4,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Hurloon Battle Hymn,Instant,,Uncommon,Red,,2R,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,In Thrall to the Pit,Sorcery,,Common,Red,,3R,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Jaya's Firenado,Sorcery,,Common,Red,,4R,5,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Keldon Flamesage ,Creature,,Rare,Red,,2R,3,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Radha's Firebrand,Creature,,Rare,Red,,1R,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Smash to Dust,Sorcery,,Common,Red,,1R,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,Sprouting Goblin,Creature,,Uncommon,Red,,1R,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMU,"Squee, Dubious Monarch",Creature,,Rare,Red,,2R,3,Legendary,2,2,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
